4;['Phil', 'Simmons']
6;['Andy', 'Caddick']
7;['Simmons']
8;['Nasser', 'Hussain']
8;['Peter', 'Such']
9;['Hussain']
11;['Chris', 'Lewis']
12;['Mark', 'Butcher']
14;['Tom', 'Moody']
14;['Chris', 'Adams']
14;['Tim']
16;['Paul', 'Johnson']
16;['Martin', 'McCague']
23;['Simmons']
25;['Dale']
25;['Morris']
25;['Watkin']
26;['Johnson']
26;['McCague']
27;['Lewis']
27;['Butcher']
27;['Kersey']
27;['Ratcliffe']
27;['Bicknell']
28;['Athey']
28;['Drakes']
28;['Hegg'] 
29;['Pooley']
30;['Adams']
30;['Barnett']
30;['Moody']
31;['Russell']
31;['Curran']
31;['Smith']
37;['Test'] //
43;['Minor'] //
58;['Sussex'] //
70;['Minor'] //
77;['Trent', 'Bridge'] //
83;['Alan', 'Shearer']
84;['Tony', 'Adams']
84;['David', 'Platt']
85;['Platt']
85;['World']
86;['Glenn']
87;['Alan']
88;['Alan']
91;['Teddy']
92;['Shearer']
92;['Les', 'Ferdinand']
98;['Red', 'Star'] //
112;['Russian'] //
112;['Lada'] //
119;['Roberto'] //
119;['Hands'] //
119;['Duran'] //
120;['Duran']
120;['Ariel', 'Cruz']
121;['Duran']
125;['Duran']
128;['President', 'Ramon'] //
129;['Duran']
129;['Puerto', 'Rico'] //
129;['Hector'] //
129;['Macho'] //
129;['Camacho']
134;['Hong', 'Kong'] //
134;['Khan'] //
134;['Mark', 'Cairns']
135;['Anthony', 'Hill']
135;['Dan', 'Jenson']
136;['Peter', 'Nicol']
137;['Eyles']
137;['Derek', 'Ryan']
183;['Tennis']
187;['Scott', 'Draper']
188;['Tim', 'Henman']
188;['Britain'] //
188;['Doug', 'Flach']
190;['Czech'] //
191;['Guy', 'Forget']
191;['Felix', 'Mantilla']
194;['Jonas', 'Bjorkman']
194;['South', 'Africa'] //
196;['Lindsay', 'Davenport']
197;['Conchita', 'Martinez']
197;['Czech']
198;['South', 'Africa']
198;['Irina']
199;['Men']
199;['Carretero']
199;['Alex']
199;['Filippo']
200;['Women']
200;['Linda', 'Wild']
200;['Barbara']
200;['Asa', 'Carlsson']
200;['Sabatini']
201;['Men']
201;['Pete']
201;['Novak']
201;['Czech']
201;['Paul']
201;['Michael']
202;['Women']
202;['Lisa', 'Raymond']
202;['Kimberly', 'Po']
205;['Thomas', 'Johansson']
207;['Jan']
209;['Czech']
212;['Dally']
215;['Gaudenzi']
215;['Stefan', 'Edberg']
215;['Bernd']
219;['Major', 'League']
279;['Major', 'League']
282;['Kansas', 'City']
284;['New', 'York']
287;['San', 'Diego']
291;['Los', 'Angeles']
297;['Marcelo', 'Rios']
298;['Alex']
299;['Jeff', 'Tarango']
301;['Leander']
303;['Todd', 'Martin']
304;['New', 'Haven']
313;['Tarango']
313;['Rios']
314;['American']
315;['Tarango']
317;['American']
319;['Tarango']
322;['Tarango']
323;['Rios']
331;['American']
333;['Tarango']
333;['Rios']
334;['Tarango']
340;['Randall', 'Cunningham']
340;['League']
341;['Eagles']
342;['Pro', 'Bowl']
342;['Cunningham']
343;['Eagles']
343;['Cunningham']
345;['Randall']
345;['Eagles']
345;['Jeffrey', 'Lurie']
346;['Randall']
346;['Eagles']
347;['Cunningham']
354;['Brown', 'Deer']
354;['Deer', 'Park']
354;['Course']
356;['Nolan', 'Henke']
357;['Bob']
358;['Billy', 'Andrade']
